authorid,Author,Title,Summary,summary_credit,bookImgId,Pubdate,Language,Publisher,City,Country,Pub_id,Genre,Sub_Genre,Translation,Buy_Link,Read_Link,Listen_Link,Length,lon,lat,PublisherList
alazare,Alick Lazare,Pharcel: Runaway Slave,N/A,,alazare5,2006,English,iUniverse,,,,Fiction (Novel),,n,#,#,#,,28.3988,-78.8515,Rutgers University Press
aprince,Althea Prince,Being Black,N/A,,aprince3,2001,English,Insomniac Press,,,toronto_on_canada,Essays,,n,#,#,#,,-81.07923453,43.03017999,Sakuhinsha
aprince,Althea Prince,The Politics of Black Women's Hair,N/A,,aprince4,2009,English,Insomniac Press,,,toronto_on_canada,Anthology,,n,#,#,#,,-81.07923453,43.03017999,Sandberry Press
aprince,Althea Prince,In The Black: New African Canadian Literature,N/A,,aprince5,2012,English,Insomniac Press,"Toronto, ON",Canada,toronto_on_canada,Anthology,,n,#,#,#,226,-81.07923453,43.03017999,Savacou Cooperative
aprince,Althea Prince,Beyond the Journey,N/A,,aprince6,2013,English,Insomniac Press,,,toronto_on_canada,Anthology,,n,#,#,#,,-81.07923453,43.03017999,Secker & Warburg Ltd.
aprince,Althea Prince,Black Notes,N/A,,aprince7,2017,English,Insomniac Press,,,toronto_on_canada,Anthology,,n,#,#,#,,-81.07923453,43.03017999,Sellerio Editore
aprince,Althea Prince,How the Starfish Got to the Sea,N/A,,aprince1,1992,English,Sister Vision Press,,,toronto_on_canada,Fiction,,n,#,#,#,,-79.40141721,43.6555594,Sene Press LLC
aprince,Althea Prince,Ladies of the Night & Other Stories,N/A,,aprince2,1993,English,Sister Vision Press,,,toronto_on_canada,Fiction,,n,#,#,#,,-79.40141721,43.6555594,Severn House
acummins,Alvin Cummins,The Wind Also Listens,"A semi-autobiographical tale of a man's journey of self-discovery, this work examines his growth to self-acceptance and maturity, and the issues and conflicts within a society that make it impossible for the protagonist to be himself until he goes overseas.",,acummins3,2015,English,CreateSpace Independent Publishing Platform,"Scotts Valley, California",United States,california_united_states,Fiction (Novel),,n,https://www.amazon.com/Wind-Also-Listens-Alvin-Cummins/dp/1511439289,#,#,292,-122.0192466,37.04942327,Siglo Veintiuno Editores
acummins,Alvin Cummins,Five Stages: An Anthology of Five Barbadian Plays,N/A,,acummins5,2023,English,Alvin Cummins,,,bridgetown_barbados,Anthology,,n,https://www.amazon.com/Five-Stages-Anthology-Barbadian-Plays/dp/B0CQPDLXJB,#,#,,-59.61626261,13.097121,Siglo XXI de España Editores
acummins,Alvin Cummins,Friends and Relations: Recalling Disremembered History,"This story traces the journey of enlightenment of a group of seemingly unlikely companions who discover that they have much more in common than meets the eye, and that they are connected in ways that should be examined more closely.
Everything is connected, and with a bit of effort we can uncover what connects us, and discover that it is more powerful than what divides us.",,acummins4,2019,English,Alvin Cummins,,,bridgetown_barbados,Fiction (Novel),,n,https://www.amazon.com/Friends-Relations-Recalling-Disremembered-History/dp/1673147054,#,#,,-59.61626261,13.097121,Silex
acummins,Alvin Cummins,The Royal Palms are Dying,"The struggle to keep the 'Royal Palms' alive challenges the strength and integrity of Harold, the Prime Minister. His struggle is reinforced by the guidance of his mentor Joe, the old cabinet maker, Mildred, his wife and Bartlet the Bartender, who help Harold to maintain his attachment to the grassroots, the villagers with whom he has never lost touch. ",,acummins1,2008,English,Caribbean Chapters,Speightstown,Barbados,bridgetown_barbados,Fiction (Novel),,n,https://www.amazon.com/Royal-Palms-Are-Dying/dp/1511437529,#,#,216,-59.61626261,13.097121,Simon & Schuster
acummins,Alvin Cummins,Yeshua a.k.a. Jesus the Nazarine,"It is necessary to examine the life of Yeshua from birth to death with an open mind, placing it in its human context, and in the world that existed in his time. Few of the books written on the life of Jesus pay much attention to the lives and activities of the disciples and apostles who followed him around. Little is written about their associations and lives after their time spent with him. Yeshua: a.k.a. Jesus the Nazarene, which is essentially Philip’s story and the story of Jesus as told by him, details the humanness of the disciples and of Jesus himself. Jesus is seen as a person: wise and heroic, but subject to the same qualities as every other human being.",,acummins2,2014,English,Caribbean Chapters,Bridgetown,Barbados,bridgetown_barbados,Fiction (Novel),,n,https://www.amazon.com/YESHUA-K-Jesus-Nazarene/dp/1511439556,#,#,378,-59.61626261,13.097121,Sister Vision Press
awilentz,Amy Wilentz,Martyrs' Crossing,N/A,,awilentz3,2001,English,Ballantine Books,,,new_york_ny_united_states,Fiction (Novel),,,#,#,#,,-73.9814,40.7636,Sociedad de autores españoles
awilentz,Amy Wilentz,Return to the Darkest Days: Human Rights in Haiti Since the Coup,N/A,,awilentz2,1991,English,Human Rights Watch,,,new_york_ny_united_states,Nonfiction,,,#,#,#,,-73.98110965,40.71575604,Society for Caribbean Linguistics
awilentz,Amy Wilentz,The Rainy Season: Haiti Since Duvalier,N/A,,awilentz1,1990,English,Simon & Schuster,,,new_york_ny_united_states,Nonfiction,,,#,#,#,,-73.98075918,40.75884663,St. Martin's Press
awilentz,Amy Wilentz,I Feel Earthquakes More Often Than They Happen: Coming to California in the Age of Schwarzenegger,N/A,,awilentz4,2006,English,Simon & Schuster,,,new_york_ny_united_states,Nonfiction,,,#,#,#,,-73.98075918,40.75884663,Stanford University Press
awilentz,Amy Wilentz,"Farewell, Fred Voodoo: A Letter From Haiti",N/A,,awilentz5,2014,English,Simon & Schuster,"New York, NY",United States,new_york_ny_united_states,Nonfiction,,n,#,#,#,353,-73.98075918,40.75884663,Suhrkamp Verlag
alevy,Andrea Levy,The Long Song,N/A,,alevy1,2010,English,Headline Review,"New York, NY",United States,new_york_ny_united_states,Fiction (Novel),,n,#,#,#,416,-0.1067572207,51.5113482,Tamesis Books
alevy,Andrea Levy,Small Island,N/A,,alevy2,2004,English,Headline Review,London,England,london_ldn_england,Fiction (Novel),,n,#,#,#,533,-0.1067572207,51.5113482,The Dolmen Press
alevy,Andrea Levy,Never Far from Nowhere,N/A,,alevy4,1996,English,Headline Review,London,England,london_ldn_england,Fiction (Novel),,n,#,#,#,288,-0.1067572207,51.5113482,The Instituto de Literatura y Lingüística
alevy,Andrea Levy,Fruit Of The Lemon,N/A,,alevy3,1999,English,Tinder Press,"New York, NY",United States,new_york_ny_united_states,Fiction (Novel),,n,#,#,#,339,-0.1067572207,51.5113482,The Johns Hopkins University Press
alevy,Andrea Levy,Six Stories and an Essay,N/A,,alevy5,2014,English,Tinder Press,London,England,london_ldn_england,Fiction (Short Story Collection),,n,#,#,#,144,-0.1067572207,51.5113482,The University of the West Indies - St. Augustine Campus
alevy,Andrea Levy,Uriah's War,N/A,,alevy6,2014,English,Tinder Press,London,England,london_ldn_england,Fiction (Novel),,n,#,#,#,16,-0.1067572207,51.5113482,The University of the West Indies Barbados
astuart,Andrea Stuart,Sugar In The Blood: A Family's Story Of Slavery And Empire,N/A,,astuart2,2013,English,Knopf Doubleday Publishing Group,"New York, NY",United States,new_york_ny_united_states,Biography,,n,#,#,#,394,-73.98178848,40.76553761,The University of The West Indies Press
astuart,Andrea Stuart,The Rose Of Martinique: A Life Of Napoleon's Josephine,N/A,,astuart3,2003,English,Grove Press,"New York, NY",United States,new_york_ny_united_states,Biography,,n,#,#,#,480,-73.98110965,40.71575604,Thomas Allen Publishers
astuart,Andrea Stuart,Showgirls,N/A,,astuart4,1996,English,Jonathan Cape,London,England,london__england,Nonfiction,,n,#,#,#,242,-0.1213699336,51.51107883,Three Continents Press
astuart,Andrea Stuart,Josephine: The Rose Of Martinique,N/A,,astuart1,2013,English,Pan Books,London,England,london_england,Biography,,n,#,#,#,480,-0.08583870748,51.52482779,Tinder Press
asalkey,Andrew Salkey,Anancy And Andrew Salkey,N/A,,asalkey16,1986,English,University of The West Indies Press,Mona,Jamaica,mona_jamaica,Fiction (Short Story Collection),,n,#,#,#,221,-76.74355378,17.99940297,Tropical Printers
asalkey,Andrew Salkey,Island: Stories From The West Indies,N/A,,asalkey13,1970,English,Liveright,"New York, NY",United States,new_york_ny_united¬†states,Anthology,,n,#,#,#,260,-73.98017935,40.75405244,Turner Publishing Company
asalkey,Andrew Salkey,Hurricane,N/A,,asalkey3,1964,English,Oxford University Press,London,England,london_ldn_england,Fiction (Novel),,n,#,#,#,138,-1.259561826,51.76071259,Ubu Repertory Theater Publications
asalkey,Andrew Salkey,Earthquake,N/A,,asalkey5,1965,English,Oxford University Press,London,England,london_united¬†kingdom,Fiction (Novel),,n,#,#,#,123,-1.259561826,51.76071259,Unión de Escritores y Artistas de Cuba
asalkey,Andrew Salkey,Drought,N/A,,asalkey6,1966,English,Oxford University Press,London,England,london_ldn_england,Fiction (Novel),,n,#,#,#,144,-1.259561826,51.76071259,Universidad Nacional Autónoma de México
asalkey,Andrew Salkey,Riot,N/A,,asalkey8,1967,English,Oxford University Press,London,England,london_ldn_england,Fiction (Novel),,n,#,#,#,196,-1.259561826,51.76071259,University of Alabama Press
asalkey,Andrew Salkey,Jonah Simpson,Past and present Port Royal become one for a young Jonah Simpson who tries to discover it's meaning in the words : 'There's something 'bout Port Royal that you wouldn't guess....'. spoken by an old lady.,,asalkey10,1969,English,Oxford University Press,London,England,london_ldn_england,Fiction (Novel),,n,#,#,#,168,-1.259561826,51.76071259,University of Alberta Press
asalkey,Andrew Salkey,Stories From The Caribbean: An Anthology,N/A,,asalkey4,1965,English,Elek Books,London,England,london_ldn_england,Anthology,,n,#,#,#,256,-0.1393754227,51.5045974,University of Bristol
asalkey,Andrew Salkey,The Shark Hunters,N/A,,asalkey7,1966,English,Nelson Caribbean,London,England,london_ldn_england,Fiction (Novel),,n,#,#,#,73,-0.1393754227,51.5045974,University of California Press
asalkey,Andrew Salkey,Breaklight: An Anthology Of Caribbean Poetry,N/A,,asalkey15,1971,English,Hamish Hamilton,London,England,london_ldn_england,Anthology,,n,#,#,#,266,-0.1313570997,51.49008803,University of Georgia Press
asalkey,Andrew Salkey,Havana Journal,N/A,,asalkey14,1971,English,Penguin Books,Harmondsworth,England,harmondsworth_ldn_england,Nonfiction,,n,#,#,#,316,-0.1313570997,51.49008803,University of Manchester
asalkey,Andrew Salkey,The Adventures Of Catullus Kelly,"Catullus Kelly is a young Jamaican. He is a graduate in English literature and his parents or, more particularly, his mother have sent him to London to improve himself. His mother sends him money so he does not need to work but he does occasionally. The novel starts off on a sort of picaresque journey round London for the young Jamaican. He stays in a rooming house, owned by Erasmus Thompson, a Jamaican who owns various properties in London and is married to Bridie, an Irish woman. Erasmus acts as a guide and mentor to Catullus. It is Erasmus that sends Catullus off on his journey. His first stop is to the White Defence League, where he learns of a book The Shape of Skulls to Come, apparently a racist book written by one Aethelstan Gordon-Venning. He is not allowed to buy the book and spends much of the novel trying to track down both the book and its author. Of course, he ultimately finds both but in an unlikely place. He is next picked up by a white prostitute in a Jaguar, Olga, who ends up paying him. He will see her again. Catullus continues his journey with visits to Soho, where he meets a group of homosexuals, the BBC World Service (wittily called the Temperance Broadcasting Unit - TBU) and a barber's shop staffed by West Indians who spend a lot of time talking but little barbering. He writes a script for the TBU about the homosexuals but is rejected. He takes a job in a comprehensive school as a teacher where the pupils make fun of him and finally accept him. He takes them to a nudie film and nearly loses his job over it. No matter, as he will not return to the job but goes to work in a coffee bar in Leicester Square. All the while Salkey has been poking fun at the British and, indeed, at the West Indians. While négritude is frequently discussed, it is not practised and Salkey is at pains to point out that the Africans look down on the West Indians.",,asalkey11,1969,English,Hutchinson,London,England,london_ldn_england,Fiction (Novel),,n,#,#,#,196,-0.1214343072,51.51026417,University of Massachusetts Press
asalkey,Andrew Salkey,Escape To An Autumn Pavement,N/A,,asalkey2,1960,English,Hutchinson,London,England,london_ldn_england,Fiction (Novel),,n,#,#,#,207,-0.1214343072,51.51026417,University of Michigan Press
asalkey,Andrew Salkey,The Late Emancipation Of Jerry Stover,N/A,,asalkey9,1968,English,Hutchinson,London,England,london_ldn_england,Fiction (Novel),,n,#,#,#,246,-0.1214343072,51.51026417,University of Minnesota Press
asalkey,Andrew Salkey,West Indian Stories,"Racy, colorful, sometimes deeply moving, often wildly funny, these stories are as diversified and enchanting and sometimes as potentially explosive -- as the Caribbean Islands themselves. Among the authors included are Edgar Mittelholzer, John Hearne, Wilson Harris, George Lamming, Samuel Selvon, Jan Carew, Roger Mais, Stuart Hall and E. R. Brathwaite",,asalkey1,1960,English,Faber and Faber,London,England,london_ldn_england,Anthology,,n,#,https://archive.org/details/westindianstorie0000salk_q0z2,#,224,-0.1079740593,51.52131633,University of New England
asalkey,Andrew Salkey,Orkanen,N/A,,asalkey12,1970,Danish,Høst,Copenhagen,Denmark,copenhagen_denmark,Fiction (Novel),,y,#,#,#,123,12.57356529,55.6772412,University of North Carolina Press
aaugier,Ángel Augier,Prosa varia,N/A,,aaugier2,1982,Spanish,Editorial Letras Cubanas,Havana,Cuba,havana_cuba,Biography,,n,#,#,#,499,-82.353,23.1388,University of Oklahoma Press
aaugier,Ángel Augier,Cuba en Darío y Darío en Cuba,N/A,,aaugier3,1989,Spanish,Editorial Letras Cubanas,Havana,Cuba,havana_cuba,Biography,,n,#,#,#,339,-82.353,23.1388,University of Pittsburgh Press
aaugier,Ángel Augier,Acercamientos a la poesía de Nicolás Guillén,"Acercamiento a la poesia de Nicolás Guillén,estudio de su obra poetica,por Ángel Augier. Nicolás Cristóbal Guillén Batista (Camagüey, 10 de julio de 1902 - La Habana, 16 de julio de 1989) fue un poeta, periodista y activista político cubano. Guillén reivindica la cultura negra dentro de los procesos de mestizaje y transculturación, en lo que denominó el «color cubano», ni negro ni blanco: mestizo, rasgo distintivo de toda Latinoamérica.",,aaugier5,2004,Spanish,Pueblo y Educación,Havana,Cuba,havana_cuba,Biography,,n,#,#,#,205,28.3988,-78.8515,University of Queensland Press
aaugier,Ángel Augier,Nicolas Guillen; notas para un estudio biográfico-crítico,N/A,,aaugier1,1971,Spanish,Unión de Escritores y Artistas de Cuba,Havana,Cuba,havana_cuba,Biography,,n,#,#,#,318,28.3988,-78.8515,University of Rochester Press
aaugier,Ángel Augier,Todo el mar en la ola,N/A,,aaugier4,1989,Spanish,Unión de Escritores y Artistas de Cuba,Havana,Cuba,havana_cuba,Poetry Collection,,n,#,#,#,118,28.3988,-78.8515,University of the West Indies Extra-Mural Studies Unit
arawiri,Angèle Rawiri,The Fury And Cries Of Women,N/A,,arawiri3,2014,English,University of Virginia Press,"Charlottesville, VA",United States,charlottesville_va_united¬†states,Fiction (Novel),,y,#,#,#,,-78.5067445,38.03937113,University of The West Indies Press
arawiri,Angèle Rawiri,"G'amèrakano, Au Carrefour",N/A,,arawiri2,1988,French,Silex,,,paris_france,Fiction (Novel),,n,#,#,#,,2.350808537,48.85701832,University of Virginia Press
arawiri,Angèle Rawiri,Elonga,N/A,,arawiri1,1986,French,Panafrica Publishers,,,lilongwe_malawi,Fiction (Novel),,n,#,#,#,,33.76337857,-13.98817042,University of Wisconsin Press
asankar,Anisah Sankar,Rosalind And The Hog People,N/A,,asankar1,2012,English,Anisah Sankar,San Fernando,Trinidad & Tobago,san_fernando_trinidad_&¬†tobago,Fiction (Novel),,n,#,#,#,125,-61.45120144,10.28592897,University Press of Virginia
acwinkler,Anthony C. Winkler,The Family Mansion,"The Family Mansion tells the story of Hartley Fudges, whose personal destiny unfolds against the backdrop of nineteenth-century British culture, a time when English society was based upon the strictest subordination and stratification of the classes. Hartley's decision to migrate to Jamaica at the age of twenty-three seems sensible at first: in the early 1800s Jamaica was far and away the richest and most opulent of all the crown colonies. But for all its fabulous wealth, Jamaica was a difficult and inhospitable place for an immigrant.",,acwinkler5,2019,English,Akashic Books,"Brooklyn, NY",United States,brooklyn_ny_united¬†states,Fiction (Novel),Historical Fiction,n,https://www.amazon.com/Family-Mansion-Anthony-C-Winkler/dp/1617751669,#,#,224,-73.98783538,40.67477567,Unwin Paperbacks
acwinkler,Anthony C. Winkler,The Lunatic,"Aloysius is the village madman tolerated by neighbors but forced to eke out a living doing odd jobs. His only company are the animals trees and bushes of the woodlands in which he resides on the outskirts of a village in the hills of St. Ann on the island of Jamaica. Aloysius is lonely, until love comes to him in the form of a solidly built German tourist Inga Schmidt.Thereafter to the trees' horror and the bushes' and village's disapproval Aloysius's world is turned upside down as he finds himself hurtling along in a series of crazy escapades with his newfound love.",,acwinkler1,1987,English,Akashic Books,"Brooklyn, NY",United States,brooklyn_ny_united¬†states,Fiction (Novel),Comedy,n,https://www.amazon.com/Lunatic-Anthony-C-Winkler/dp/1933354291,#,#,245,-73.98783538,40.67477567,Vantage Press
acwinkler,Anthony C. Winkler,Dog War,"Dog War introduces the estimable Precious Higginson, a large-bottomed, meltingly juicy, middle-class Jamaican woman with unshakable ideas on the right and proper behavior for Christian Jamaican women, their husbands, and men and dogs in general. But, when her husband passes away suddenly, Precious finds herself isolated in a mountainous region of Jamaica where her husband had always dreamed of living",,acwinkler3,2007,English,Akashic Books,"Brooklyn, NY",United States,brooklyn_ny_united¬†states,Fiction (Novel),,n,https://www.amazon.com/Dog-War-Anthony-C-Winkler/dp/1933354283,https://www.google.com.jm/books/edition/Dog_War/L1ptUpCd9JMC?hl=en&gbpv=1&pg=PA1&printsec=frontcover,#,220,-73.98783538,40.67477567,Verl.-Haus
acwinkler,Anthony C. Winkler,God Carlos,"God Carlos transports us to a voyage aboard the Santa Inez, a Spanish sailing vessel bound for the newly discovered West Indies with a fortune-seeking band of ragtag sailors. She is an unusual explorer for her day, carrying no provisions for the settlers, no seed for planting crops, manned by vain, arrogant men looking for gold in Jamaica.Expecting to make a landfall in paradise after over a month at sea, the crew of the Santa Inez instead find themselves in the middle of a timid, innocent people―the Arawaks―who walk around stark naked without embarrassment and who venerate their own customs and worship their own gods and creeds. ",,acwinkler4,2012,English,Akashic Books,"Brooklyn, NY",United States,brooklyn_ny_united¬†states,Fiction (Novel),,n,https://www.amazon.com/God-Carlos-Anthony-C-Winkler/dp/1617751391,https://www.google.com.jm/books/edition/God_Carlos/62NYZxoQJfwC?hl=en&gbpv=1&pg=PA9&printsec=frontcover,#,200,-73.98783538,40.67477567,Viking Press
acwinkler,Anthony C. Winkler,Going Home To Teach,"This autobiographical account of the year Winkler spent at a rural teacher training college flashes back to the Jamaica of the narrator's childhood, recounting incidents and vignettes that shed light on the muddle of competing personalities, doctrines and images of self, currently vying for centre stage in the tumult of Jamaican life. Emerging form the story are the hilariously drawn characters, contrasts between the Jamaican and the American outlook, and the lessons about the perils of superimposing a foreign ideology onto a native culture.",,acwinkler2,1995,English,Macmillan Publishers,"New York, NY",United States,new_york_ny_united_states,Autobiography/ Memoir,,n,https://www.amazon.com/Going-Teach-Anthony-Winkler-Collection/dp/1405068833,#,#,318,-73.29648773,41.04076571,Vintage Books
akellman,Anthony Kellman,Crossing water : contemporary poetry of the English-speaking Caribbean,"The poems in CROSSING WATER reflect the multiple face of the Caribbean and, by so doing, defy any easy labeling or categorization. They celebrate a region's language and customs, landscape and seascape, over which Mammon's dark clouds hang threateningly. While the colonial and neo-colonial disappointments may overshadow the beauty, these poems bear witness that they do not (indeed, cannot) destroy it. CROSSING WATER is, therefore, about capacities for survival, ways of defining who one is, ways of affirming the true self.",,akellman4,1992,English,Greenfield Review Press,"Greenfield Center, NY",United States,,Anthology,,n,https://www.amazon.com/Crossing-Water-Contemporary-English-Speaking-Carribean/dp/0912678852,"https://search.lib.uiowa.edu/primo-explore/fulldisplay?docid=01IOWA_ALMA21331399340002771&context=L&vid=01IOWA&lang=en_US&search_scope=default_scope&adaptor=Local%20Search%20Engine&tab=default_tab&query=creator,exact,Kellman,%20Tony%201955-,,AND&mode=advanced&offset=0",#,219,-73.83674426,43.12969185,W.W. Norton Company
akellman,Anthony Kellman,The Broken Sun,N/A,,akellman2,1984,English,Anthony Kellman,St. Michael,Barbados,st._michael_barbados,Poetry Collection,,n,#,"https://search.lib.uiowa.edu/primo-explore/fulldisplay?docid=01IOWA_ALMA21345122960002771&context=L&vid=01IOWA&lang=en_US&search_scope=default_scope&adaptor=Local%20Search%20Engine&tab=default_tab&query=creator,exact,Kellman,%20Tony%201955-,,AND&mode=advanced&offset=0",#,28,-59.61626261,13.097121,Wesleyan University Press
akellman,Anthony Kellman,In Depths of Burning Light,N/A,,akellman1,1982,English,Anthony Kellman,St. Michael,Barbados,st._michael_barbados,Poetry Collection,,n,#,https://search.lib.uiowa.edu/primo-explore/fulldisplay/01IOWA_ALMA21385850260002771/01IOWA,#,34,-59.61626261,13.097121,Wilfrid Laurier University Press
akellman,Anthony Kellman,South Eastern Stages,"With settings ranging from the poet’s native Barbados across the southern United States to Brazil, this compilation is a reflection of 21st-century existence and an unlabored metaphor for individual life stages. Included herein are lovely accounts of both the tenacity of the very old and the curiosity of the very young. Exploring themes such as grandiosity, pretension, inequality, and regret, these poems also demonstrate a real human connection with the natural world.",,akellman10,2012,English,Peepal Tree Press,Leeds,England,leeds_england,Poetry Collection,,n,https://www.amazon.com/South-Eastern-Stages-Anthony-Kellman/dp/1845231988,#,#,62,-1.5694,53.8062,Workshop Press
akellman,Anthony Kellman,Tracing JaJa,"Based on the life of accomplished merchant prince King Ja Ja of Opobo, Anthony Kellman has created a richly imaginative and warmly human work of historical fiction. Weaving between the official records and the satirical and cynical traditions of the “tuk” song, Tracing Ja Ja traces the emerging love between an ailing African king in exile and his Barbadian servant Becka. When Jubo Jubogba began life as a trader’s slave, paddling the great house’s canoes, no one could’ve predicted his meteoric ascent to become Ja Ja of Opobo, a sage merchant king of the Niger’s rich river delta. Kellman’s psychological insight crosses ages and cultures, with a poet’s perception of the beauties of his island’s flora and fauna.",,akellman11,2020,English,Peepal Tree Press,Leeds,England,leeds_england,Fiction (Novel),,n,https://www.amazon.com/Tracing-Ja-Anthony-Kellman/dp/1845232992,#,#,113,-1.5694,53.8062,WOW Caribbean
akellman,Anthony Kellman,The Houses of Alphonso,"Barbadian-born Alphonso Hutson has lived in the USA for nearly sixteen years. But he cannot settle. He has dragged his long-suffering American wife, Simone, and their children from house to rented house. He has refused to share with her any real explanation for the complex feelings that drive him. But this time she has had enough of his 'sorry restlessness', refuses to move with him and threatens the end of their marriage. Only then is Alphonso forced into confronting the ghosts that propel his perpetual migrancy.

The ghosts lie in his native Barbados. There is the love, shame and guilt he feels for the dead parents whose funerals he failed to attend, and there is the mystery of the brother he has never seen, hidden away in an institution. All is complicated by his mixed feelings for his homeland. It is the place that still feeds his imagination, but as a boy from a Black working class family he has felt excluded from the class structures of a country still dominated by a privileged White minority.

There is also the family house, locked up and at risk of being vandalised and Alphonso finally recognises that he cannot put off making a return, the first since his departure. In what follows Kellman combines a poetic and imaginative exploration of Alphonso's personal journey into his past, with an acute engagement with racial and political issues as he rediscovers his country in the midst of turmoil as the old order is challenged.",,akellman8,2003,English,Peepal Tree Press,Leeds,England,leeds_england,Fiction (Novel),,n,https://www.amazon.com/Houses-Alphonso-Anthony-Kellman/dp/1900715821/?_encoding=UTF8&pd_rd_w=9D3dB&content-id=amzn1.sym.0fb2cce1-1ca4-439a-844b-8ad0b1fb77f7&pf_rd_p=0fb2cce1-1ca4-439a-844b-8ad0b1fb77f7&pf_rd_r=134-1877149-6260107&pd_rd_wg=QiYxd&pd_rd_r=73d1bb3f-fa96-4a6a-9efd-5c368744aba6&ref_=aufs_ap_sc_dsk,"https://search.lib.uiowa.edu/primo-explore/fulldisplay?docid=01IOWA_ALMA21410486670002771&context=L&vid=01IOWA&lang=en_US&search_scope=default_scope&adaptor=Local%20Search%20Engine&tab=default_tab&query=creator,exact,Kellman,%20Tony%201955-,,AND&mode=advanced&offset=0",#,304,-1.5694,53.8062,Writer's Showcase
akellman,Anthony Kellman,The Coral Rooms,"Percival Veer has risen to the tenth floor of the Federal Bank of Charouga, has acquired a large and imposing house and a young and attentive wife. But satisfaction eludes him. Guilt over a past wrong begins to trouble him and a recurrent dream of caves disturbs his sleep
As Percy's inner world crumbles, he is gripped by an obsessive desire to explore the deep limestone caves of his island, dimly remembered from his boyhood. This poetic Barbadian novel satirizes the crass materialism of a power hungry elite and portrays one man's journey to selfrealization and rootedness.",,akellman5,1994,English,Peepal Tree Press,Leeds,England,leeds_england,Fiction (Novel),,n,https://www.amazon.com/Coral-Rooms-Anthony-Kellman/dp/094883353X,"https://search.lib.uiowa.edu/primo-explore/fulldisplay?docid=01IOWA_ALMA21448568380002771&context=L&vid=01IOWA&lang=en_US&search_scope=default_scope&adaptor=Local%20Search%20Engine&tab=default_tab&query=creator,exact,Kellman,%20Tony%201955-,,AND&mode=advanced&offset=0",#,102,-1.5694,53.8062,Xlibris
akellman,Anthony Kellman,The Long Gap,"The Long Gap is a passionate exploration of the Caribbean exile's need 'to go back/to clutch the roots of the word'. Writing out of the 'complex singularity of twin horizons', and the fear of the 'gap' which can grow too long, Kellman engages with his Barbadian heritage as one which both sustains and drives to anger. In language which echoes the rhythms of the 'tuk' band and the 'scat of the guitar strum', Kellman both celebrates the traditions of resistance and creative invention in the region and excoriates the islands of cocaine, political corruption and continuing subservience to external masters.",,akellman6,1996,English,Peepal Tree Press,Leeds,England,leeds_england,Poetry Collection,,n,https://www.amazon.com/long-gap-ANTHONY-KELLMAN/dp/0948833785,"https://search.lib.uiowa.edu/primo-explore/fulldisplay?docid=01IOWA_ALMA51495575810002771&context=L&vid=01IOWA&lang=en_US&search_scope=default_scope&adaptor=Local%20Search%20Engine&tab=default_tab&query=creator,exact,Kellman,%20Tony%201955-,,AND&mode=advanced&offset=0",#,62,-1.5694,53.8062,Zemlia i fabrika
akellman,Anthony Kellman,Wings of a Stranger,"In the continuing rite of return to his native Barbados from longer and longer away, something has happened to Tony Kellman. No longer are these the alienated poems of the long gap, of belonging nowhere. With greater establishment in America has come the capacity to embrace his past and to see wholly afresh what was once familiar and unremarked.",,akellman7,2001,English,Peepal Tree Press,Leeds,England,leeds_england,Poetry Collection,,n,https://www.amazon.com/Wings-Stranger-Anthony-Kellman/dp/1900715449,"https://search.lib.uiowa.edu/primo-explore/fulldisplay?docid=01IOWA_ALMA51495582590002771&context=L&vid=01IOWA&lang=en_US&search_scope=default_scope&adaptor=Local%20Search%20Engine&tab=default_tab&query=creator,exact,Kellman,%20Tony%201955-,,AND&mode=advanced&offset=0",#,76,-1.5694,53.8062,
akellman,Anthony Kellman,Limestone: An Epic Poem of Barbados,"The island of Barbados is the central character is this epic poem, which combines narrative development, historical insight, and traditional folk sounds to tell the story of the island from the time of early Amerindians to the present day. Anthony Kellman invents his own Tuk verse forms that include the three-line tercet verse form, rhymed couplets in tetrameter, and rhythmic patterns of the snare drum. These provide a cadence to each section of the poem, whose sound is organic to the people and cultures being described. Legendary figures including indigenous leader Samuel Jackman Prescod and invented characters provide windows into the polarizing and uniting issues in the nation's history and illustrate the suffering and achievement of Barbados's known and unknown heroes.",,akellman9,2008,English,Peepal Tree Press,Leeds,England,leeds_england,Poetry Collection,,n,#,"https://search.lib.uiowa.edu/primo-explore/fulldisplay?docid=01IOWA_ALMA51495643970002771&context=L&vid=01IOWA&lang=en_US&search_scope=default_scope&adaptor=Local%20Search%20Engine&tab=default_tab&query=creator,exact,Kellman,%20Tony%201955-,,AND&mode=advanced&offset=0",#,280,-1.5694,53.8062,
akellman,Anthony Kellman,Watercourse,Watercourse is more than a collection of poems. It is the continual amazement evoked by Caribbean landscape: a single dialogue between the sea and the land ... a song whose dazzling waves foam among the islands ... Anthony Kellman's poetry has the strength and sweetness of vegetation with the power of progressively revealing to us the nature of the earth in which it grows.,,akellman3,1990,English,Peepal Tree Press,Leeds,England,leeds_england,Poetry Collection,,n,#,https://search.lib.uiowa.edu/primo-explore/fulldisplay?vid=01IOWA&docid=dedupmrg390356490&lang=en_US&context=U,#,64,-1.5694,53.8062,
